Business Id,Business Name,Address,By Appointment Only,Open On Weekend,Stars
vcNAWiLM4dR7D2nwwJ7nCA,Eric Goldberg, MD,4840 E Indian School Rd Ste 101 Phoenix AZ 85018,1,0,3.5,
e_U_FnpdKVgNb4mUN2cU_Q,Weinberg Lisa, DMD,2323 Greentree Rd Carnegie PA 15106,1,0,2.0,
NH__LjpMPLOoWBVMYAJ9Iw,Labriola Cynthia, DMD,4760 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,4.0,
01a4YOjiBbPUBxvgX6F7VQ,Chinese Acupuncture & Herbs Center LLC,20 Cedar Blvd Ste 301 Pittsburgh PA 15228,1,0,5.0,
7f7P9SCQgBRSMYXbsnDGDQ,Magee-Womens Hospital,300 Hazel Dr Pittsburgh PA 15228,0,0,2.5,
FoZAwudo-SFiT7fV9F1baw,Medgaus Carl, DMD,250 Mt Lebanon Blvd Pittsburgh PA 15234,1,0,2.5,
oU38GVk3Kmw7_LOVLSqqwA,Carolinas Medical Center-Pineville,Highway 51 & Park Rd Pineville NC 28134,0,0,3.5,
5BCW9vDG1YRFqb55XfaNow,LensCrafters,11025 Carolina Place Pkwy Pineville NC 28134,0,1,2.0,
3agV-iW8yukcXpbHom3p3Q,Spectrum Eye Care,200 S College St Ste 307 Uptown Charlotte NC 28202,1,0,5.0,
81R8SNN9_RfJoMIx3lqNYg,Blumenthal Cancer Center,1025 Morehead Medical Dr Ste 600 Dilworth Charlotte NC 28204,1,0,3.5,
DP70v9gay6NeKbFEdHAgKA,Jeffrey I. Musler & Associates,4400 Sharon Rd. Southpark Mall South Park Charlotte NC 28202,1,0,3.5,
5dn_3KLiTl2vVe8O91pJ6g,Smoothie King,301 S College St Ste 265 Uptown Charlotte NC 28202,1,0,4.0,
1nUhZPE06iQRKI6_z78IjA,Carolina Neurological Clinic PA,3541 Randolph Rd Elizabeth Charlotte NC 28202,1,0,4.5,
JeZRokQJYf6sV_TF7lm9_Q,Carolinas Medical Center-Mercy,2001 Vail Ave Elizabeth Charlotte NC 28207,0,0,3.0,
zQOvb29OxZ-NCBnKSyHfYg,University Eye Associates OD,9651-800 Brookdale Dr Charlotte NC 28215,1,0,3.5,
iYlGqyRNH5UYQABKsDuuDg,Mecklenburg Medical Group,200 S College St Ste 500 Uptown Charlotte NC 28202,1,0,3.5,
1lk-nBvl-mxV2PXLb29xBw,Gateway Village YMCA,900 W Trade St Third Ward Charlotte NC 28202,0,1,4.5,
b3u-GK6_xj2fJkinzLk_jQ,Dowd YMCA,400 E Morehead St South End Charlotte NC 28202,0,1,4.0,
M89_KGMzLmdevtAlC_Ufsg,Childress Klein YMCA,One Wells Fargo Center 301 S College St Ste 200 Uptown Charlotte NC 28202,0,1,4.0,
idP6mIwLoNLCA39RMcSm2A,Michael L. Stout, DDS,700 S Torrence St Ste 220 Myers Park Charlotte NC 28204,1,0,5.0,
Vmw4amlubvfDnIpkegvKKw,Presbyterian Hospital,200 Hawthorne Ln Elizabeth Charlotte NC 28204,0,0,3.5,
8BOcD4EO-9hhEWps0fXm6g,Rankin Women's Center,1918 Randolph Rd Ste 670 Elizabeth Charlotte NC 28207,1,0,4.5,
UOLNw0-7GjxomFQiHUXisA,Charlotte Eye Ear Nose & Throat Associates PA,6035 Fairview Rd South Park Charlotte NC 28210,1,0,3.0,
ByctOq-Af6lAZxROXkXTXw,Carmel Foot Specialists PA,10370 Park Rd Ste 100 Charlotte NC 28210,1,0,2.5,
siixOX00BhEkUlKg3n06tA,Carmel Family Physicians,10000 Park Cedar Dr Charlotte NC 28210,1,0,3.0,
juZpQGOPbhc03TEyIA89nw,Amir H Marashi, MD DDS,10035 Park Cedar Dr Ste 300 Charlotte NC 28210,1,0,4.5,
R-ff6qTsHb6HC7wQ2Wl5bg,Northwest Family Physicians,7920 Moores Chapel Rd Paw Creek Charlotte NC 28214,1,0,4.5,
C0dmbGf1OvilBlDxH-m1gQ,Urgent Care Centers Carolinas Healthcare System,7810 Providence Rd Ste 103 Arboretum Charlotte NC 28226,0,0,3.0,
Z5HWuClqy4YZzvVrTRUEuQ,Providence Eye & Laser Specialists,3025 Springbank Ln Ste 200 Arboretum Charlotte NC 28226,1,0,5.0,
pi3mbzLBFd8D5JNxmpWVxw,American Red Cross,2425 Park Rd Charlotte NC 28203,1,0,4.5,
ucrGLecM9x8wqCBaVhnASQ,University Eye Associates, OD,8316 Medical Plaza Dr Derita Charlotte NC 28262,1,0,3.5,
m4si0py7QMsRcWxgkXK96Q,Biehl Brian L DMD,105 Ben Casey Dr Ste 139 Fort Mill SC 29708,1,0,5.0,
1IxCNVVW9aKbK3BfQpI7eg,Lasting Skin Solutions,7617 Mineral Point Rd Ste 202 Madison WI 53717,1,0,2.5,
x7xS2DJvu8klyNzcpN8QHg,Harbor Athletic Club,2529 Allen Blvd Middleton WI 53562,0,1,5.0,
GHvLvSN_imiXxqsgFPskWA,Killian Dental Clinic,6213 Middleton Springs Dr Ste 104 Middleton WI 53562,1,0,5.0,
W5Kuy-RfUE5JbjVQBDjxOg,Wussow Chiropractic,8434 Old Sauk Rd Middleton WI 53562,1,0,5.0,
vnwpKCeTrmt3FgMrE7AM-w,Brandon Eyes,8406 Old Sauk Rd Junction Ridge Middleton WI 53562,1,0,4.5,
SNaDmoUyl-X3bE8GM5hJ4w,Eye Contact,4228 E Towne Blvd Madison WI 53704,1,1,4.0,
xkS6vJXJljctHNuC5ahL6g,Body Harmony,237 North St Eken Park Madison WI 53704,1,0,4.0,
iyHtJGN4KtuSTUbB6fROBw,Concentra,1619 N Stoughton Rd Westchester Gardens Madison WI 53704,1,0,2.0,
QteGzTkODTvfXmwUTlzBbw,Eyemart Express,2129 Zeier Rd Madison WI 53704,1,0,3.5,
vP7-03_-_NoNfwfeYADDPA,Isthmus Eye Care,3225 E Washington Ave Carpenter-Ridgeway Madison WI 53704,1,0,5.0,
seYxnMc1VrZsR7nc09ufmg,Midwest Dental,4793 Hayes Rd Bluff Acres Madison WI 53704,1,0,3.0,
bYEwuO-Z14enA88RKyMHbw,Wisconsin Vision,2612 E Washington Ave Eken Park Madison WI 53704,1,0,4.5,
RDC1DgFKtOMafYjFDmDGgQ,UW Health Monona Clinic,5001 Monona Dr Monona WI 53716,1,0,2.5,
3FAaEsYznpJoo0fOA1yuBg,Planned Parenthood,Champaign Health Center 302 E Stoughton Champaign IL 61820,0,1,4.0,
bi5WD-l4DCkCEuYKOYrYtQ,Christie Clinic,101 W University Ave Champaign IL 61820,1,0,2.0,
xwteMLHEtxdTGHASpXQcfg,Illini Eye Care,518 E Green St Champaign IL 61820,0,1,4.0,
Q9eZS4qDdJo1ker0w3wnMg,Common Ground Food Co-Op,300 S Broadway Suite 166 Urbana IL 61801,1,0,4.0,
KFbxRthy3tKt-oi1Jp7XdQ,Natural Gourmet,2225 S Neil St Champaign IL 61820,1,1,4.5,
xUgj_KF0-XRv_DBj96Yiaw,Albert Jodi & Associates,505 S Neil St Ste 4 Champaign IL 61820,1,1,4.5,
fZiZKAFZkm5tqCKvD2n0_A,Dentistry by Design,1905 Convenience Pl Champaign IL 61820,1,0,1.0,
R7oNZOg09xgqLzbqzVQxvg,LensCrafters,2000 N Neil St Champaign IL 61820,1,1,2.5,
GNCN5Uy169ix11VW_EAC-g,Champaign Dental Group,703 S Neil St Champaign IL 61820,1,0,2.5,
1acmBPmmFDovVSHHzMrJ9A,Central Phoenix OB/Gyn,2034 N 3rd St Phoenix AZ 85004,1,0,2.5,
QC3osgPdEl_TEZA2CtNeQw,Digestive Health Center of Arizona,349 E Coronado Rd Phoenix AZ 85004,1,0,3.0,
KXt0Iky3ybeLsbY9KC6GSA,Arizona Heart Institute,2632 N 20th St Phoenix AZ 85006,1,0,2.0,
CAD0tKIttOTTgT7TMJa-lQ,Banner Good Samaritan Medical Center,1111 East McDowell Road Phoenix AZ 85006,0,1,3.5,
BXKhaF0EeDnycbqgKzDuJQ,Arizona Pediatric Cardiology Consultants,1920 E Cambridge Ave Phoenix AZ 85006,1,0,4.0,
JTiqc8D0MJpYbnObHuNA9w,Center For Spinal Disorders,1331 N 7th St Phoenix AZ 85006,1,0,2.5,
k7xAg1QhK_8wze3BYWglRQ,Austin Linda MD,1300 N 12th St Phoenix AZ 85006,1,0,3.5,
aOtx6bMU5M-Q_cNxhB0wYw,Southwest Women's Care,16611 S 40th St Ste 180 Phoenix AZ 85048,1,0,3.5,
K4yExVqUtW2sRE4grXU8Zw,Phoenix Perinatal Associates,3877 N 7th St Ste 400 Phoenix AZ 85014,1,0,5.0,
9JFmuEuUzt8VSUisejFrtg,Pulmonary Associates PA,1112 E McDowell Rd Phoenix AZ 85006,1,0,3.5,
F0GTuvM68Qcyx_o-xXAu6g,Cigna Healthcare of Arizona,755 E McDowell Rd Phoenix AZ 85006,1,0,4.0,
lZFUmxcvjD8LdzyTYXBd_A,Pediatric Urology and Associates,Phoenix AZ 85034,1,0,4.5,
a-XWQ4HyxJEctlowO8rXwQ,Arizona Orthopaedic Associates,690 N Cofco Center Ct Ste 290 Phoenix AZ 85008,1,0,3.5,
7_pBQ2IJKxAumHl8hMAPXA,Maricopa Medical Center,2601 E Roosevelt St Phoenix AZ 85008,0,0,4.0,
C65dADtWHaAU_nJV2dcwbQ,Maricopa Integrated Health System,2525 E Roosevelt St Phoenix AZ 85008,0,0,4.5,
uuv2IsWkbW7zdyYfWbU_Mw,FastMed Urgent Care,2301 N. 44th Street Phoenix AZ 85008,0,0,2.0,
Dhtmf-d3A750x2ttWeRg0Q,Arcadia Chiropractic,2303 N 44th St Ste 15 Phoenix AZ 85008,1,0,3.0,
Mbh2RH0MGCmDpp9ulvdxaw,Joseph H Davis, DDS,3003 N Central Ave Ste 630 Phoenix AZ 85012,1,0,4.0,
2BcNZqbEY9x3F2hcs5GUhg,John M Bracken, DDS,213 E Monterey Way Phoenix AZ 85012,1,0,4.0,
eovEq5kDSdf0WF_P_bD2Uw,Central Phoenix Women's Health Care Ltd MD,1313 E Osborn Rd Ste 250 Phoenix AZ 85012,1,0,3.5,
-TIyxSc-lLmJzunje6MD9Q,Phoenix VA Health Care System,Carl T Hayden VA Medical Center 650 E Indian School Rd Phoenix AZ 85012,1,0,3.0,
DeuczlKSckFFFV2IVR8EVQ,Phoenix Institute of Herbal Medicine & Acupuncture,301 E Bethany Home Rd Phoenix AZ 85012,1,1,5.0,
1_ksgP_VSwFx0yBUAV3T4A,Phoenix Skin,5056 N Central Ave Phoenix AZ 85012,1,0,4.0,
epXH-NxReRzcJzpMyBEXNw,Shindell Richard MD,333 E Osborn Rd Ste 255 Phoenix AZ 85012,1,0,5.0,
3KwmkeqyC-STUvTcPOxsCw,Friendship Community Mental Health Center,730 E Highland Ave Phoenix AZ 85014,1,0,5.0,
nreEQ3b-cSZgT0S5oxj7yw,Keith Scott W & Associates,740 E Highland Ave Ste 200 Phoenix AZ 85014,1,0,5.0,
gztTQsgq6FJwIoV4P4RNIw,Central Phoenix Eye Care,5727 N 7th St Ste 105 Phoenix AZ 85014,1,1,5.0,
_4VapLIt_vHJ0iL_qnMzeQ,Northlight Counseling Associates,5050 N 8th Pl Phoenix AZ 85014,1,0,1.5,
gDFNqSgiwrqCjXlsaNdfKQ,North Mountain Dentistry,1550 E Maryland Ave Ste 2 Phoenix AZ 85014,1,0,4.5,
IZvR2t778V-3PqopbsZdeg,SCP Chiropractic,4767 N 20th St Phoenix AZ 85016,0,0,5.0,
RqZctFR39-ZFkBEFTA1GyQ,Optical Expressions,2425 E Camelback Rd Suite 106 Phoenix AZ 85016,1,1,4.0,
p2rwsM4zoQ32jeybGYPT-A,Phoenix Indian Medical Center,4212 N 16th St Phoenix AZ 85016,1,0,2.0,
3qBJAudFUukKfSrVVUFknQ,Fiesta Pediatric Therapy,2302 N 15th Ave Phoenix AZ 85007,1,0,3.5,
mDaplgVVdXUNZ1cHD-NtYg,Michael J Radcliffe, DDS,5155 N 16th St Phoenix AZ 85016,1,0,5.0,
NITZJoVV6100STzn4WBfPg,East Thomas Chiropractic Center,1802 E Thomas Rd Ste 16 Phoenix AZ 85016,1,0,5.0,
CxDF-UmfKGmWdrNHPi028A,Gerard W Schneider, DDS,Phoenician Dentistry 5155 N 16th St Phoenix AZ 85016,1,0,5.0,
oZdqBEQLwl85jEQKL6XMPQ,The Orthopedic Clinic Association - TOCA,5002 S Mill Ave Tempe AZ 85282,1,1,3.0,
ZPkomfeRH2pflacWf7U3-A,Zeman David C, MD,2222 E Highland Ave Ste 425 Phoenix AZ 85016,1,0,5.0,
cQx6Tbzs7zMWCbDfZ4PBJQ,GNC,1645 E Camelback Rd Phoenix AZ 85016,1,0,2.0,
0eX3fQIVekKGbEISfhcQwg,Artistic Dental at the Biltmore,2333 E Campbell Ave Phoenix AZ 85016,1,0,4.5,
4R8uKEIwTVzHGLa3Edub0Q,Barnet Dulaney Perkins Eye Center,4800 North 22nd Street Phoenix AZ 85016,1,0,3.5,
c_PhRjEIA2jRAvWDWsn4Vg,Arcadia Family Clinic,4131 N 24th St Ste B102 Phoenix AZ 85016,1,0,3.0,
9zlpLPhXYwK_STi2u8DjxQ,Kramer E Lawrence, MD,2222 E Highland Ave Ste 318 Phoenix AZ 85016,1,0,3.0,
oMmTeuxyY-wFEstvXCOKaQ,Cas Chiropractic Center,4619 N 24th St Phoenix AZ 85016,1,0,5.0,
oQpq9f0HkS-_8RXlcsMiUg,Reed H Day, DMD,2222 E Highland Ave Ste 320 Phoenix AZ 85016,1,0,3.5,
7fEuPnwHDdt0dYXiBPONFg,Oral & Facial Surgery Center,2222 E Highland Ave Ste 320 Phoenix AZ 85016,1,0,3.5,
ti3-TiY1y6X8-VJMGNMJnQ,Hi-Health,2103 E Camelback Rd Phoenix AZ 85016,1,1,4.0,
ymcy1g4fRDrQnzSI9HG8SQ,Arcadia Dentistry,4214 E Indian School Rd Ste 102 Phoenix AZ 85018,0,0,5.0,
aYZiWuBtchYp6N2udVtTLg,Fuhr Chiropractic Clinic,3714 E Indian School Rd Phoenix AZ 85018,1,0,5.0,
yS6tXY9skBQ4eLZLQaDlEg,Mountain View Family Physicians,4250 E Camelback Rd Ste K100 Phoenix AZ 85018,1,0,4.0,
JF2vAMmV6GQBoQUgAfklBg,Biltmore Eye Physicians PC,4400 N 32nd Street Phoenix AZ 85018,1,0,5.0,
s4gUV_zb8EeYosek2GBB4Q,The LASIK Vision Institute,2929 East Camelback Road Suite 110 Phoenix AZ 85016,1,0,4.5,
BZqn7i_Z-MJ1QrxCyjFZSw,William Riley, MD,4400 N 32nd St Ste 200 Phoenix AZ 85018,1,0,4.5,
5mz8CUNzBGOhrkvRqcWOzA,Internal Medicine of Arizona PC,3133 E Camelback Rd Ste 105 Phoenix AZ 85016,1,0,4.5,
SeSmcvfWQxj3PKiizxkdQg,Michael W Zacher, DDS,4507 N 36th St ` Phoenix AZ 85018,1,0,3.5,
HSQ2YcLg5BZK-gwvEMrS6A,Belden Terry D DDS,4910 N 44th Street Phoenix AZ 85018,1,0,5.0,
uJMwoQ0XGLr2Z4wxEFt-QQ,All Smiles Dental Care,4726 E Thomas Rd Phoenix AZ 85018,1,0,4.0,
_tJKWq1GebP4ZRfK-aO9mA,Advanced Laser Dentistry,6819 N 16th St Ste 4 Phoenix AZ 85016,1,0,5.0,
gVEtYzzezWoy1Jfvtv3ZLg,Biltmore Cardiology,4444 N 32nd St Ste 175 Phoenix AZ 85018,1,0,4.5,
AJONCMi8dnGWAkD-86FK5A,Nationwide Vision Centers,4280 E Indian School Rd Ste 107 Phoenix AZ 85018,1,1,2.5,
vDftL4Exl7ZcMVx2aPY8mQ,Allergy Associates & Lab Ltd,1006 E Guadalupe Rd Tempe AZ 85283,0,0,2.0,
tGTw5eeAwLmaSFKLVasb7w,Camelback Dermatology & Skin Surgery,4512 N 40th St Phoenix AZ 85018,1,0,3.0,
hjeStj9CW_4bIa0sP9Pb-A,Choules Family Dentistry,4210 N 32nd St Phoenix AZ 85018,1,0,5.0,
psMQBi2uQVN7c-Sw0xjNMw,Family Practice Specialist Ltd,4350 E Camelback Rd Ste F100 Phoenix AZ 85018,1,1,3.0,
Y68Ysab60gJhX7YBjESgBg,Southwest Fertility Center,3125 N 32nd St Ste 200 Phoenix AZ 85018,1,0,2.5,
1GXycbqgmD9TfhQFoktSLg,Sunny View Medical Center,4400 N 32nd St Ste 110 Phoenix AZ 85018,1,0,3.5,
8rMSbtMFVtEien-2EfFu6w,John C Lincoln Deer Valley Hospital,19829 N 27th Ave Phoenix AZ 85027,0,1,3.5,
lgyBsM93DBchuwU-_l0Sfg,Pediatric Associates PC,7600 N 15th Street Phoenix AZ 85020,1,0,3.5,
AGYchdte4sk69cFK36qaag,Dynamic Chiropractic Center,9812 N 7th St Ste 6 Phoenix AZ 85020,1,0,5.0,
_ofao_kfutdp71Bh9JiyOw,Scott A Simpson, DDS PLLC,14231 N 7th St Ste A1 Phoenix AZ 85022,1,0,5.0,
BJo_AOZXaHYXXcuTLRKfpA,Madison Meadows,7211 N 7th St Phoenix AZ 85020,1,1,2.0,
EmO9TrzP8wB1tB1E8WM-_Q,Deborah S Mendelson, MD,Phoenix AZ 85020,1,0,5.0,
2Kp4M_Xj554O-KWaNbtpUQ,Squaw Peak Dental,1747 E Morten Ave Suite 301 Phoenix AZ 85020,1,0,4.0,
_SZwP-ddcBpw7aZsCQKSww,North Phoenix Medical Clinic,9100 N 2nd Street Phoenix AZ 85020,1,0,4.0,
taTN5p8uXFasKntBkVpAPw,Crystal Optical,401 E Bell Rd Ste 24 Phoenix AZ 85022,1,0,5.0,
7aGRXdKyjhAilq3XnzZkiw,Kevin Ortale, DDS,North Point Dentistry 702 E Bell Rd Phoenix AZ 85022,0,0,4.0,
HtI_uDwZ-obk--VW4JjWHw,Wellness In Motion,14001 N 7th St Ste D-107 Phoenix AZ 85022,1,0,5.0,
w3RRGWhObLI0bLAJ4fsyKQ,A-Alyesh Chiropractic,1427 E Bell Rd Ste 104 Phoenix AZ 85022,0,0,5.0,
rwzPmdpWG55_6uEmKl9Aqg,Reach Chiropractic Centers,12802 N Cave Creek Rd Phoenix AZ 85022,0,0,5.0,
4PIDGWu8BGUSGe1PK926AA,Hi-Health,440 E. Bell Rd. Ste 1 Bldg D Phoenix AZ 85022,1,1,4.0,
UiWPs9YknUZk7R6POM80og,Active Life Center,18777 N 32nd St Ste 80 Phoenix AZ 85050,1,0,5.0,
nEaJwY77drRqQkJqcd9LRg,Camelback Womens Health,4530 N 32nd St Ste 100 Phoenix AZ 85018,1,0,3.0,
ZcaBYLRDDY4ecAPDGWBQzA,Camelback Women's Health,11209 N Tatum Blvd Phoenix AZ 85028,1,0,3.0,
e0B-vLvKxGiGV_pTT7vwcg,Entegrity Ear Nose & Throat Specialists,6950 E Chauncey Ln Ste 100 Phoenix AZ 85054,1,0,2.0,
0-KOpYSe9aQTAfM38f47HQ,Paradise Valley Family Medicine,11209 N Tatum Boulevard Suite 180 Phoenix AZ 85028,1,0,4.0,
wepFVY82q_tuDzG6lQjHWw,Whole Foods Market,10810 N Tatum Blvd Phoenix AZ 85028,1,1,3.5,
5HVmR0I_MUcpwKcne8zfBA,Desert Valley Radiology,4045 E Bell Rd Ste 143 Phoenix AZ 85032,1,0,3.0,
6r8KHqgmlM3PWVZ7suyQ6w,Adriana K Holy, MD,4530 E Shea Blvd Phoenix AZ 85028,1,0,2.5,
HpWiJ5iTdOHL7DUBjJOy3A,Kerch Chiropractic,10221 N 32nd St Ste L Phoenix AZ 85028,1,1,5.0,
xj8DjQHs8E42wGMJ2CmXxA,Steven K. Ingersoll, DDS,10211 N 32nd St Ste A1 Phoenix AZ 85028,1,0,5.0,
QsCCPWxWqMe-0jSfryhkXg,Sonora Quest Laboratories,11209 N Tatum Blvd Ste 185 Phoenix AZ 85028,0,0,4.0,
LEWcHc09a2uS1dN1GzQi4Q,Shea Chiropractic Clinic PC,3241 E Shea Boulevard Phoenix AZ 85028,0,0,5.0,
Dqr1eP7wpo0BnWdMp4ViNg,Sobel Family Medicine,4550 E Bell Rd Ste 114 Phoenix AZ 85032,1,0,3.0,
Pkt7TCflitq9yK05kTh94g,Tatum Dental Care,18404 N Tatum Blvd Ste 203 Phoenix AZ 85032,1,0,4.5,
IEvFly9bhQv60_coRK5cDg,Smigiel Family Chiropractic,4744 E Thunderbird Rd Ste 4 Phoenix AZ 85032,0,0,5.0,
yQ_Jc3o3ufJFzoImgMHxUQ,Sonora Quest Laboratories,3811 E Bell Rd Ste 204 Phoenix AZ 85032,1,0,5.0,
7hmTTGJHKfAw82uT4kIxvQ,Paradise Valley Eye Care,12450 N 32nd St Ste 1 Phoenix AZ 85032,1,1,3.5,
9f5WxUG_Vc-PzBmX6SeTew,Anasazi Internal Medicine,3815 E Bell Rd Ste 4100 Phoenix AZ 85032,1,0,2.5,
Kpl6cUmrYMczTDY_2RnctA,Michael Drury MD,3811 E Bell Rd Phoenix AZ 85032,1,0,5.0,
066DMYkFeK3ccv_94ijzfw,Eyeglass World,4760 East Thunderbird Rd Suite 102 Phoenix AZ 85032,0,1,2.0,
E82fr756dDwiuqsFqkeZbQ,Southwestern Eye Center,3321 E. Bell Rd Ste B12 Phoenix AZ 85032,1,0,2.5,
j6QWiUqPBPcG3KKURJj7Rg,Labcorp,3815 E Bell Rd Ste 1405 Phoenix AZ 85032,0,0,4.0,
Wpi5UiZuyeT3FRaBVeCPNQ,Life Care Center of Paradise Valley,4065 E Bell Rd Phoenix AZ 85032,1,0,3.5,
6DstMT-AT93nw_0jD5cJtQ,Peck Family Dentistry,14640 N Tatum Blvd Ste 10 Phoenix AZ 85032,1,0,5.0,
iIIuKm65Uv5EmZ44TJiIOw,North Valley Family Dentistry,42104 N Venture Dr Bldg E-101 Anthem AZ 85086,1,0,3.5,
NE5lF576XXlNBc0XlFMUgQ,John W Dovgan, DDS P.C.,3841 E Thunderbird Rd Ste 101 Phoenix AZ 85032,1,0,4.5,
9xpYUYI4wbNA4XufvVfKzQ,Cornerstone Women's Care,15255 N 40th St Ste 105 Phoenix AZ 85032,1,0,3.5,
RhRStt-mde_DyNFeC6vZUw,One Stop Nutrition,3202 E Greenway Rd Ste 1233 Phoenix AZ 85032,1,0,4.5,
Qm9wnfnsec1PYVqkUmbyNA,Fauer Robert, MD,4045 E Bell Rd Phoenix AZ 85032,1,0,5.0,
P6WsyvsKyPWB4Vl4E2Pxfg,Optical Illusions,4665 E Cactus Rd Phoenix AZ 85032,1,1,5.0,
A7i1ZjWVZU-wkonMZXgMQg,Planned Parenthood Arizona Northeast Phoenix Health Center,3131 E Thunderbird Rd Suite 48 Phoenix AZ 85032,1,0,1.5,
OtVX0d76CjAswVxbpbmZPA,Phoenix Pediatrics Ltd,4735 E Union Hills Drive Phoenix AZ 85050,1,0,4.0,
WImuwx-hNX3_bbIAAFh7zQ,Goldenstein Marvin D, DDS,16620 N 40th St Ste H1 Phoenix AZ 85032,1,0,2.5,
SC7y-w80q2-85iDDCFuQqA,Dameron Brett, DDS,12320 N 32nd St Ste 1 Phoenix AZ 85032,1,0,4.0,
3L7p-DStdY7oqTy21-lekg,Saguaro Family Practice,18404 N Tatum Boulevard Suite 101 Phoenix AZ 85032,1,0,3.0,
V3XY_teDTWbuozItW43m0g,AZ Mediquip, Inc,9449 N 90th St Ste 100 Scottsdale AZ 85258,0,1,5.0,
S0xheIUam7rYNUI8KiWq3A,LensCrafters,4324 E Cactus Rd Phoenix AZ 85032,1,1,4.0,
q02Giy2GKDmfG43XbJisQQ,Brookstone Dental Care,16421 N Tatum Blvd Ste 202 Phoenix AZ 85032,1,0,3.5,
lBdeo8Kb5uNPoi1KTGybeA,Fischer Institute,5750 S 32nd St Phoenix AZ 85040,1,1,5.0,
xAQHRZRun9vD-N3OKMxeMA,Life Care Center At South Mountain,8008 S Jesse Owens Pkwy Phoenix AZ 85042,1,0,1.0,
yB2wVIEhWnzM1N3B88wJew,Baseline Dental Care,2434 E Baseline Rd Phoenix AZ 85042,1,0,4.0,
wNzNiCNab2FqXxcTlXYYEg,Nemanic Chiropractic,4902 E Warner Rd Ste 2 Phoenix AZ 85044,1,1,4.5,
3f63xakGO8jjjvgkULKKqA,Hi-Health ,4910 E. Ray Rd. Ste. G13 Ahwatukee AZ 85044,1,1,2.5,
VC8OhMI7cDOhKt2CdtBhag,A Gentle Touch Family Dental P C,4350 E Ray Rd Phoenix AZ 85044,1,0,4.0,
NK3S3U6TQtysH_-eqT3bBQ,Valley Pediatric Dentists,16611 S 40th St Ste 150 Phoenix AZ 85048,1,0,4.0,
ae4iqvf4pCRd5axcBbKCJQ,Az-Tech Radiology & Open Mri,Mesa AZ 85206,1,0,2.5,
k-TS24Xu0OqHSkjqlHVSCA,Mountain Park Dentistry,15215 S 48th St Ste 175 Phoenix AZ 85044,1,0,3.5,
hfSPhGxCweEmdVwtYph94g,Howard S. Snider, DMD,5110 E Warner Rd Ste 250 Phoenix AZ 85044,1,0,4.5,
tLGZuCf_PPK-sGPS66_RZw,Dental Group of Ahwatukee,10827 S 51 St Ste 201 Phoenix AZ 85044,1,0,2.5,
CGne_Sr7m9HT4ztsWQw6Aw,Today's Dental,10850 S 48th St Phoenix AZ 85044,1,0,5.0,
O5Rm12cwxRvGILSAKwH0kQ,Eye Priority,15725 S 46th St Ste 112 Phoenix AZ 85048,1,0,5.0,
BNhnxtafzFg5D3aVBxz7jA,Mark J Woodland, DDS,4950 E Elliot Rd Phoenix AZ 85044,1,0,4.5,
gCWbmh1xl6sAtCR5BgYDTg,Ahwatukee Life Center,4855 E Warner Rd Ste 23 Phoenix AZ 85044,0,0,5.0,
