Business Id,Business Name,Address,Parking,Price Range,Wheelchair Accessibility,Music,Stars
V4rrrgVfAVwCI2737bhLIQ,Ambiance Boutique,1039 S Braddock Ave Pittsburgh PA 15218,0,2,0,1,4.0,
SNJHgqJPj5SZhntFdsDUeg,Kmart,1775 S Braddock Avenue Pittsburgh PA 15218,1,2,0,1,2.0,
EiKoZpEcjG1B_r8G9laAxg,Crate,1960 Greentree Rd Pittsburgh PA 15220,1,2,1,1,4.0,
c1ixeRdwTvNt6YLew-sSCg,Parkway Center Mall,1165 McKinney Ln West End Pittsburgh PA 15220,1,1,1,1,1.0,
Jj7EE1vPUaKHykA7WzlIew,Penn Fixture & Supply Co,2800 Penn Ave Strip District Pittsburgh PA 15222,0,2,0,1,4.0,
9oto9YGsXjGMW6tLV9S3aQ,Salon Christine,Aveda Day Spa 4900 Hatfield St Lawrenceville Pittsburgh PA 15201,1,3,0,1,3.0,
4tMGXYHN_0o0B6mnuYHhmg,JoS A Bank Clothiers,527 Smithfield St Downtown Pittsburgh PA 15222,1,3,0,1,2.0,
porUqRPcw8GoTSvZoMH0ag,Society For Contemporary Craft,2100 Smallman St Strip District Pittsburgh PA 15222,1,3,1,1,4.0,
gX96CYY9T3K-jiippnnXDA,America's Best Contacts & Eyeglasses,817 Liberty Ave Suite J Downtown Pittsburgh PA 15222,0,2,0,1,2.0,
lRM-3Fwp3RkK-wecxO8P8w,Saks Fifth Avenue,513 Smithfield St Downtown Pittsburgh PA 15222,0,0,0,1,3.0,
cWe1Xoczmj2vD5h6BOrZYg,Weldins,413 Wood St Downtown Pittsburgh PA 15222,1,3,0,1,2.0,
jnzSNWoOjBityIjb0tZRSg,Jim Ludwig's Blumengarten Florist,2650 Penn Ave Strip District Pittsburgh PA 15222,1,2,1,1,4.5,
7RjZEeULcE7ohRNjfhBn1A,Specialty Luggage Co,915 Liberty Ave Downtown Pittsburgh PA 15222,1,3,1,1,4.0,
NqmdaI1GX8LOTRYlMGlTsw,Roxanne's Dried Flowers,2115 Penn Ave Strip District Pittsburgh PA 15222,0,2,0,1,4.5,
F1dtFd0GnSioCfIo4gAtkw,Hot Haute Hot,2124 Penn Ave Strip District Pittsburgh PA 15222,1,2,0,1,3.5,
Z_6hNWPNC0O-IVZ5m3kBtg,Mike Feinberg Company,1736 Penn Ave Strip District Pittsburgh PA 15222,1,0,0,1,4.5,
AehuBK7aJZM76mAmQ7KL2w,Wood Street Galleries,601 Wood St Downtown Pittsburgh PA 15222,1,1,0,1,4.0,
7XX-2YyRTLVvki-qsM3sVQ,Gene Sanes,1645 Penn Ave Strip District Pittsburgh PA 15222,1,0,0,1,5.0,
h5zKLqoNlMozvxdkRzSiYQ,Burlington Coat Factory,339 6th Ave Downtown Pittsburgh PA 15222,1,1,1,1,3.5,
3G8_qVxaTkkO5b70_H8YDA,Garfield Artworks,4931 Penn Ave Garfield Pittsburgh PA 15224,1,1,0,1,3.0,
S6_IpnAJC-jyYoaJ_v5HYQ,East End Community Thrift,5123 Penn Ave Garfield Pittsburgh PA 15224,0,1,0,1,4.0,
OmAWp8kUqXrW0umGdZgNUg,Sound Cat Records,4526 Liberty Ave Bloomfield Pittsburgh PA 15224,0,2,1,1,5.0,
HzZmhlRNLtPkMI0egh9Oig,Kraynick's Bike Shop,5003 Penn Ave Garfield Pittsburgh PA 15224,1,1,0,1,5.0,
_y7PECWjxr_E-hhmDVdEjw,Merante's Gifts,4723 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,0,1,5.0,
pmvTuJJ-4A4XggDWYK-8WQ,Bloomfield Drug Store,4727 Liberty Ave Bloomfield Pittsburgh PA 15224,0,2,0,1,5.0,
l3N07ZNUCTgooKAoJcxQZQ,Bell Vision Care,4822 Liberty Ave Bloomfield Pittsburgh PA 15224,0,0,0,1,2.5,
cKtBFMESwsUWxTv6QjkTGQ,Red White & Blue Thrift Store,890 Saw Mill Run Blvd Bon Air Brookline PA 15226,1,1,0,1,3.5,
0vvN8OpWZnzYZkDWMs3f8w,Empire Music Inc,691 Washington Rd Mount Lebanon PA 15228,1,0,0,1,3.5,
i5bPwhPg6GqXvWMdl8a_SA,Anne Gregory For the Bride,2975 W Liberty Ave Dormont Pittsburgh PA 15216,1,4,1,1,4.0,
3obPG5F_6rbAu86CuiNW4g,Jernigan's Tobacco Village,1500 Washington Rd Pittsburgh PA 15228,0,3,0,0,2.0,
jLgIlhi_A78JG-43C8e63Q,Rollier's Hardware,600 Washington Rd Pittsburgh PA 15228,1,2,1,1,4.0,
IrI9nBmRKIGFYnnmrHeqtQ,Mt Lebanon Floral Shop,725 Washington Rd Pittsburgh PA 15228,1,2,0,1,5.0,
NaRkccIbBE3gt-3fne_bDA,Galleria,1500 Washington Rd Pittsburgh PA 15228,1,3,1,1,3.0,
oItmTIocKzvXlLgJhzQ5qw,Cvs/Pharmacy,328 Cochran Rd Pittsburgh PA 15228,0,2,0,1,3.5,
yeOblic0w0FOlXwMhuGjwA,Restoration Hardware,1500 Washington Rd Pittsburgh PA 15228,0,3,0,1,4.0,
yp4Erq_kG7Zi6Bssc07Oxg,Ten Toes of Pittsburgh Inc,5502 Walnut St Shadyside Pittsburgh PA 15232,1,2,0,1,4.0,
bbfdJ1dkwWNww1m_SfyDnQ,Eons Fashion Antique,5850 Ellsworth Ave Shadyside Pittsburgh PA 15232,1,2,1,1,4.5,
NUohh--5lVY8pu61uy9oEw,Hey Betty,5892 Ellsworth Ave Shadyside Pittsburgh PA 15232,1,2,0,1,4.0,
Ig74RHJuf1DbDmJNWQ-HpQ,Toadflax Inc,5443 Walnut St Shadyside Pittsburgh PA 15232,1,3,0,1,4.0,
jwxhi--674LLCnvqJL7SRQ,Kards Unlimited,5522 Walnut St Shadyside Pittsburgh PA 15232,1,2,0,1,4.5,
bcJ005JZRd4tkNb7i6oynA,Shadyside Variety Store,5421 Walnut St Shadyside Pittsburgh PA 15232,1,2,0,1,4.0,
4q2nThFVuU3BZoEMkYQ1yg,Banana Republic,5542 Walnut St Shadyside Pittsburgh PA 15232,1,3,0,1,4.0,
Lgyc-00L5pAELhjwUjAz-w,Rite Aid,5504 Walnut St Shadyside Pittsburgh PA 15232,1,2,0,1,3.5,
BxNXiZaAi6OSpUSFXI5KDw,Moda,5401 Walnut St Shadyside Pittsburgh PA 15232,1,0,0,1,4.5,
-XU3QZBluANMAvzS9xGQAg,Journeys of Life,810 Bellefonte St Shadyside Pittsburgh PA 15232,1,2,1,1,4.5,
_iZjif9s-jF_Oju_1fhVog,Henne Jewelers,5501 Walnut St Shadyside Pittsburgh PA 15232,1,4,1,1,4.0,
VJG4T5gCHqav9Y96upKgUw,Paul Michael Design,The Collection 732 Filbert St Shadyside Pittsburgh PA 15232,1,2,0,1,5.0,
pmikYgE5m0MblL6vl49GQA,The Collection,732 Filbert St Shadyside Pittsburgh PA 15232,0,1,0,1,4.5,
5Tc2MYU5YO35JYW6fh1eaA,e.b. Pepper,5411 Walnut St Shadyside Pittsburgh PA 15232,0,4,0,1,4.0,
n1dklY6GFnpVLKwQE6kxGw,Gap,Walnut Street - Pittsburgh 5436 Walnut St. Shadyside Pittsburgh PA 15232,1,2,0,1,3.5,
Nc6HP6jO3s2I02sCpIe6rQ,Leone's Floral Shop,5504 Centre Ave Shadyside Pittsburgh PA 15232,1,3,0,1,2.5,
nHEcQdTfzaaBLIYf6BV3hg,Choices,5416 Walnut St Shadyside Pittsburgh PA 15232,0,4,0,1,3.0,
MW0EsqEBHmasU0vHYhRYcw,Victoria's Secret Stores,5505 Walnut St Shadyside Pittsburgh PA 15232,0,2,0,1,3.0,
iEnerduM05ZyzOYJt3w18A,Shadyside Mining Co,738 Copeland St Shadyside Pittsburgh PA 15232,0,3,0,1,3.0,
QlHQzegL2Ew3z5YgK0ZeOw,Williams-Sonoma,5514 Walnut St Shadyside Pittsburgh PA 15232,1,3,1,1,4.0,
PhEqWW5A6b3bOwci02azYA,Frank's Shoe Repair,5301 Grove Rd Pittsburgh PA 15236,0,3,0,1,5.0,
jrW-kJr9G8_CQK-o-QxH6A,Marshalls Department Store,954 Freeport Rd Pittsburgh PA 15238,1,1,0,1,3.5,
AK8T92URfkOUoTAVd7l2EA,Giant Eagle,910 Freeport Rd Pittsburgh PA 15238,1,2,0,1,3.5,
XxWRdwYhYqBeUelix0qSFg,Barnes & Noble Booksellers,926 Old Freeport Rd Pittsburgh PA 15238,1,2,0,1,4.5,
nO4RO__VwwSN4gehjGdRDQ,Pier 1 Imports,843 Freeport Rd Pittsburgh PA 15238,0,3,0,1,3.5,
rBfBuT0yK7ypKiR8YeV-Lg,Specialty Luggage,966 Freeport Rd Pittsburgh PA 15238,0,3,1,1,2.5,
CnsdO-1gBlFaA7s-OexmyA,N' Stuff Music,468 Freeport Rd Pittsburgh PA 15238,1,3,1,1,5.0,
Fxwvp0igvTu6ZI4w-eNkwg,Allegheny Smokeworks,217 Freeport Rd Pittsburgh PA 15238,1,2,1,1,5.0,
5z1TluGqhwVYrN7ZZPDW6g,South Hills Brewing Supply,2212 Noblestown Rd Ste 6 West End Pittsburgh PA 15205,1,2,1,1,4.5,
P_Ks4SYvo_m4pHlPE8rOUQ,Bi-Lo,6507 W Wilkinson Blvd Belmont NC 28012,1,2,0,1,3.5,
X52stQurJ042wHifv9ZwRA,Shooters Express Gun Shop,2 Caldwell Dr Belmont NC 28012,0,3,0,1,3.5,
iUTjkl0PGu5PVCPqKaLc_g,Belk,11009 Carolina Place Pkwy Pineville NC 28134,1,2,0,1,3.0,
nOkZzMBNNGRRFMD1iwPLfw,Ethan Allen,11516 Carolina Place Pkwy Pineville NC 28134,0,3,0,1,2.5,
efOhcTb4a8W0owxujAFp2A,Garden Ridge,11415 Carolina Place Pkwy Pineville NC 28134,1,2,1,1,3.0,
FnmlFsoEp4HJyqidZRQ_-g,The Children's Place,11025 Carolina Place Pkwy Pineville NC 28134,0,2,0,1,3.0,
yzdBzVJ5nMflHwTH0MJzOA,Dick's Sporting Goods,9600 Pineville Matthws Rd Pineville NC 28134,1,2,0,1,2.5,
3pXGiCB0Db8ALF5-kLXrmA,BJ's Wholesale Club,11715 Carolina Place Pkwy Pineville NC 28134,1,2,0,1,3.0,
YzK-OxLEvxF7_8O4BElhUg,Toys R Us,11300 Carolina Place Pkwy Pineville NC 28134,1,2,1,1,3.0,
ZCGUnRUyD8RcOqqd1bbd4A,Spencer Gifts Inc,Carolina Place Mall Pineville NC 28134,0,0,0,1,3.5,
AJyJOJKVDWrcIvgAX83eAA,The Home Depot,10210 Centrum Pkwy Pineville NC 28134,1,2,1,1,3.5,
SmxYzoYDxMRMahF-PO7gHg,David's Bridal,10420-D Centrum Parkway The Centrum Shopping Center Pineville NC 28134,1,2,0,1,4.0,
5BCW9vDG1YRFqb55XfaNow,LensCrafters,11025 Carolina Place Pkwy Pineville NC 28134,0,2,0,1,2.0,
LokdfAyRsvzyoL_FG8A32Q,Mattress Firm,11235 Carolinia Place Pkwy #A Pineville NC 28134,0,3,0,1,4.0,
_yZbIA76UR0cIgoq0jM5zQ,Bi-Lo,9101 Pineville Matthws Rd Pineville NC 28134,1,1,1,1,3.0,
3RUAaZUyAf496YVID7bi1w,Kmart,10500 Centrum Parkway Pineville NC 28134,1,1,0,1,2.5,
IN802r0RXjETAuQh6jS4JQ,Haverty Furniture Co,11500 Carolina Place Pkwy Pineville NC 28134,0,2,0,1,4.0,
rhmNETrxnZUcCOq--0iWaw,JCPenney,11017 Carolina Place Pkwy Pineville NC 28134,1,2,0,1,4.0,
NRS-Snzp3Izblw2OmmlsuQ,Best Buy Pineville,10600 Centrum Pkwy Pineville NC 28134,1,2,0,1,2.5,
CyZ9PCtYv1hKeyTtWx__aw,Carolina Place,11025 Carolina Place Parkway Pineville NC 28134,1,2,1,1,3.5,
H0S3kzLoL41WUjYe7mnVgw,Dillard's,11041 Carolina Place Pkwy Pineville NC 28134,1,2,0,1,3.0,
h9PB44171nY0EYL7ugbQrg,Helzberg Diamonds,11025 Carolina Place Pkwy Ste B7 Pineville NC 28134,0,3,0,1,3.0,
VsoLWxAIwAsz08Mc2bkyWA,Office Depot,9610 Pineville-Matthews Rd Pineville NC 28134,1,2,0,1,4.0,
UlY2l61fqYgOa1dvogNCRw,Jared's Galleria of Jewelry,9530 Pineville Matthews Rd Pineville NC 28134,1,3,1,1,3.0,
tsTbZguRHty8FwIXCJDWTA,The Building Center Inc,10201 Industrial Dr Pineville NC 28134,1,0,0,1,1.0,
6DDXjYE9g6KVH0qP_jJiUg,McColl Center For Visual Art,721 N Tryon St Fourth Ward Charlotte NC 28202,1,0,1,1,4.5,
S-JGnMWqetTwpZdzP5tDzw,The Light Factory,345 N College St First Ward Charlotte NC 28202,1,1,1,1,4.0,
fHovFhbYJcy6y4oosMhM_A,Barnes & Noble Booksellers,3327 Pineville Matthews Rd Arboretum Charlotte NC 28226,0,2,0,1,3.5,
ZEM2xQshu0KC-x8OhGhPdg,Rite Aid,316 S Tryon St Uptown Charlotte NC 28202,1,1,1,1,3.5,
LrXCQvkrdn9GloF6CyrRNQ,The Bookmark,100 N Tryon St Ste 265 2nd Fl First Ward Charlotte NC 28202,0,2,1,1,3.0,
3hSmumIW-aqMjfmFMW4bew,Don's Tennis Accessories,601 S Kings Dr Ste L Myers Park Charlotte NC 28204,0,2,0,1,5.0,
Yn4cNkvCw6PhM6KISEGpAg,Bath & Body Works,308 S Sharon Amity Rd Cotswold Shopping Center Cotswold Charlotte NC 28211,0,3,1,1,2.5,
Ku9PGxJPWFPotM1wOTVCNA,Park Road Books,Park Road Shopping Center 4139 Park Rd Sedgefield Charlotte NC 28209,1,2,1,1,4.0,
NTdjSqgsLIVZfl0JnE7LVg,Brownlee Jewelers,4147 Park Rd Charlotte NC 28209,0,2,0,1,4.0,
zQOvb29OxZ-NCBnKSyHfYg,University Eye Associates OD,9651-800 Brookdale Dr Charlotte NC 28215,1,0,0,1,3.5,
ATXEtkAUUE1uRquP1M7yGQ,Sam's Club,11425 Carolina Place Pkwy Pineville NC 28134,1,2,0,1,2.5,
m-XMNHUfuniMD3DR4AC_ig,FASTFRAME,125 Remount Rd Ste C-2 South End Charlotte NC 28203,1,3,1,1,4.0,
6YZ2oV54z160Zrf9QQkcJQ,Metrolina Expo Fine Antiques & Collectables Show,7100 Statesville Rd Derita Charlotte NC 28269,1,2,0,1,3.5,
f8DYp9K4WGkWJYebxIABfA,Old Navy,9551 South Blvd Carolina Pavilion Charlotte NC 28273,1,2,1,1,3.0,
BLaazQ4UBuUWh0AeaH2ZIg,Nitsa's Apparel,4705 Savings Place Suite 113 Uptown Charlotte NC 28202,1,0,0,1,3.0,
A3s4DU0K5AXSMyAcQ6aaZw,Cd Warehouse,601 S Kings Dr Myers Park Charlotte NC 28204,0,1,1,1,4.0,
zpTHs8AqhDg_uKFG4MeR8A,Royal Gardens Inc,1733 E 7th St Elizabeth Charlotte NC 28204,1,2,1,1,4.0,
HRK09g-oqBZ2iFoAqI4HPw,Elite Uniforms & Shoes,339 S Kings Dr Myers Park Charlotte NC 28204,1,0,0,1,3.5,
STcLx0y_X89TsC0m2gVgHw,Visart Video,1945 E 7th St Elizabeth Charlotte NC 28204,1,1,1,1,4.0,
EQDq4hZ45hDEHaWn6yuZyg,Biggs Camera Digital Imaging,805 S Kings Dr Myers Park Charlotte NC 28204,1,3,1,1,3.5,
L1OqlH9UzjBK0js4sKs9cQ,Heroes Aren't Hard To Find,1957 E 7th St Elizabeth Charlotte NC 28204,1,2,1,1,4.5,
rjz0s3OGzSDyezi71WEfxg,Unique Boutique Inc,2021 E 7th St Elizabeth Charlotte NC 28204,1,0,0,1,3.0,
kpzkZp0anbXjnIVI1hYpcw,Hart-Witzen Gallery,136 E 36th St NoDa Charlotte NC 28206,0,4,1,1,4.5,
iBwurIyQCD9BRqmvxKZqMA,Queen City,2430 Queen City Dr Charlotte NC 28208,1,0,1,1,4.0,
QRemAT_hDSsOW6aqqQ8E7g,Kmart,2701 Freedom Dr Charlotte NC 28208,0,2,0,1,3.5,
uAOkzDB-utLw2u-6SNGdlA,Value Village Thrift Store,2917 Freedom Dr Charlotte NC 28208,0,1,1,1,4.0,
gR_Xp2i0M5iR-Ht7EipWqg,Hyatt Gun Shop,3332 Wilkinson Blvd Charlotte NC 28208,1,3,1,1,3.5,
GVMx0qWOJIJTuVAGeg71UA,Bi-Lo,1620 Ashley Rd Charlotte NC 28208,1,1,0,1,3.5,
9Tz4w2tmLmcf2gZnqjMxxw,Sumpter's Fine Jewelry & Watches,3501 Wilkinson Blvd Charlotte NC 28208,1,2,1,1,4.5,
jWYnfZJr6ZRW8PeQNA56lQ,AT&T,4350 Golf Acres Dr Charlotte NC 28208,1,2,0,1,1.0,
tOkslXW-xMBrCQKNsnE1rQ,Sprint Store,4717 Sharon Rd Ste 2A South Park Charlotte NC 28210,0,3,0,1,1.0,
322Bh3yLkYWYLpzKkKZUqg,Blacklion,10635 Park Rd Charlotte NC 28210,1,2,1,1,3.5,
jfJiziKWDjk747jUwNy_aw,CVS Pharmacy,9915 Park Cedar Dr Charlotte NC 28210,1,2,0,1,3.0,
gfQriEp9aqLZgMhRSU5KJw,Harris Teeter,8538 Park Rd Charlotte NC 28210,1,2,1,1,3.5,
XSeq0ju__Vo6vuwyq-enCw,Poole Shop,4010 Sharon Rd South Park Charlotte NC 28211,1,3,1,1,4.0,
G9U_t5ClPfexHheBdj5V0Q,Luna,6809 Phillips Place Ct South Park Charlotte NC 28210,0,4,1,1,3.0,
Bm-r8buL8CyAoutgsbOP7w,Bedside Manor,6401 Morrison Blvd Ste 19 South Park Charlotte NC 28211,1,4,0,1,4.0,
8NnFve6QYvTNjrhVc-sepQ,Barnes & Noble Booksellers,4020 Sharon Rd South Park Charlotte NC 28211,1,2,1,1,3.5,
TvHtup0F_Ilkc9Nunc7TNw,Jesse Brown's Outdoors,4732 Sharon Rd Ste 2M Quail Hollow Charlotte NC 28210,1,3,0,1,4.0,
IzRwj5F_3h0oIC3SIdrOEA,Restoration Hardware,6815 Phillips Place Ct Suite A South Park Charlotte NC 28210,1,4,1,1,4.0,
wP1mQ2ehypFtao9zN0ASpw,Via Veneto,6815 Phillips Place Ct Ste F South Park Charlotte NC 28210,0,3,1,1,3.5,
1MApscjpyygvanCdaesG3g,Men's Wearhouse,4718 Sharon Rd. Sharon Corners S/C South Park Charlotte NC 28210,0,2,0,1,3.0,
Qrux6-NnrcbLmAiIOT9APg,Eastland Mall,5431 Central Ave Eastland Charlotte NC 28212,0,1,1,1,2.5,
Z1bZfwSGEnXtycM4ZARt7w,Rock & Roll Emporium,5321 E Independence Blvd Eastland Charlotte NC 28212,0,2,0,1,3.5,
2w0ZbDPEwhM6jMjJhgIkEg,Todds Flowers,1204 Central Ave Plaza Midwood Charlotte NC 28204,0,3,0,1,1.5,
J1KRES4_CuJFGV9gX5Wasw,Paint Depot-Benjamin Moore Dealer,8706 Pineville-Matthews Rd Charlotte NC 28226,0,3,0,1,3.0,
d8gwlc_K5AlS378wuJekKw,Wallerbears Surf Shop,8334 Pineville Matthews Rd Ste 106 Charlotte NC 28226,0,3,0,1,4.5,
xKpBK3ZXF8R_c88JNbgVAg,Dollar Tree Stores,8330 Pineville Matthews Rd Charlotte NC 28226,0,2,0,1,3.5,
UgNGJhmwIDDQWfO2Fdo83w,Once Upon A Child,8700 Pineville-Matthews Rd. Charlotte NC 28226,0,1,0,1,2.5,
_AaKbaHMU_2EwqmInkZ0zw,Party City,7643 Pineville Matthews Rd Charlotte NC 28226,1,2,0,1,3.5,
aOVUvvO98vfoVUKUDpvEmQ,Bed Bath & Beyond,3413 Pineville Matthews Rd Arboretum Charlotte NC 28226,1,2,1,1,3.5,
THKEfu-Inj4UGVwMChoNhA,Harris Teeter,4100 Carmel Rd Charlotte NC 28226,1,2,1,1,3.5,
dCb30p1TiS2tQc8DXrTd1g,Lowe's Home Improvement Warehouse Stores,10625 McMullen Creek Pkwy Charlotte NC 28226,0,2,0,1,3.5,
1zzOURgQaOiv1Qq-k9lDVw,The Book Rack,10110 Johnston Rd Charlotte NC 28210,1,1,0,1,4.0,
G__4nBTpXdfM6Y_qS-vJyQ,Burlington Coat Factory Warehouse,8310 Pineville Matthews Rd Charlotte NC 28226,0,4,1,1,3.5,
my2eEiCRvzlDHW-iyznVvQ,Dick's Sporting Goods,The Village at University Place 8809 Jw Clay Blvd University City University NC 28262,1,2,0,1,2.5,
vHPLcor3dPQiT7svYNjy6Q,Michaels,8716 Jw Clay Blvd University City Charlotte NC 28262,1,2,0,1,2.5,
KTy6UinwPHCU3j_GpE_pGg,Walgreens,8538 N Tryon St University City Charlotte NC 28262,1,2,0,1,2.5,
KuFSrX8CKnywmnwW06EqMw,Cvs Pharmacy,10515 Mallard Creek Rd Highland Creek Charlotte NC 28262,0,2,0,1,2.5,
HKDekQegywCXBAm8PFw1MQ,Verizon Wireless,110 McCullough Dr University City Charlotte NC 28262,1,3,1,1,3.0,
147XyO8Dfmg2z9HWlLugZw,Office Depot,8658 Jw Clay Blvd University City Charlotte NC 28262,1,2,1,1,4.0,
-vwcqtKFOmi7568O0xvcvA,Shoppes At University Place,8929 J M Keynes Dr University City Charlotte NC 28262,0,2,0,1,4.0,
Xc2eSyPPyx71C8cHIndQpA,Old Navy,9000 J M Keynes Dr University City Charlotte NC 28262,1,0,0,1,3.5,
e5xJGurgQboeP5AdX29Bxg,Sam's Club,8909 Jw Clay Blvd University City Charlotte NC 28262,1,2,1,1,3.5,
o7PnVUZ-QqRLclVtN6qBYg,Kohl's Department Stores,9315 N Tryon St University City Charlotte NC 28262,0,2,0,1,3.0,
Savlt1k53q-bR2lXbVQVbQ,Auto Toyz Inc,7321 N Tryon St University City Charlotte NC 28262,1,1,0,1,4.5,
MVYPF0XfAkpykDLfTa4cqQ,Harris Teeter,2720 West Mallard Creek Church Rd Highland Creek Charlotte NC 28262,1,2,1,1,3.5,
c9tSg7VvXbh2EifsOlKAjg,Goodwill Industries Community Training Center,1909 Sardis Rd N Charlotte NC 28270,1,1,0,1,3.0,
yP20Y-TVGZ2sUNGGLzJ5Fg,Harris Teeter,13000 S Tryon St Steele Creek Charlotte NC 28278,1,2,1,1,4.5,
kbNg65JprEy0gRJjXkyyaA,Chalmers Jewelers,6202 University Ave Middleton WI 53562,1,3,1,1,4.0,
cgCqxPhadIAlsqnD1MoWuQ,Archivers,1661 Deming Way Middleton WI 53562,0,3,0,1,3.5,
YDUB7-NgjKEFn8CERLoKXQ,Michaels,1700 Deming Way Middleton WI 53562,1,2,0,1,3.5,
